"Practice Name","Phone","Address","Owner Name","Language","Status","Last Contact","Notes","Assigned To","Owner Title","Vertical","Lead Score","Company LinkedIn","Owner LinkedIn","Owner Email Status","Founded Year"
"The Method Plastic Surgery","(954) 287-1808","Florida","","English","new","","Score 6/10 | apollo:678b622ce4ddbc000102452b","","","medspa","6","http://www.linkedin.com/company/the-method-plastic-surgery","","","2022"
"VIVIFY plastic surgery","(813) 464-8140","Florida","","English","new","","Score 6/10 | apollo:5da5183afdc9ae0001116651","","","medspa","6","http://www.linkedin.com/company/vivify-plastic-surgery","","","2018"
"Aesthetic Conversion","(949) 844-5044","Florida","Jared Ro**r","English","new","","Score 7/10 | apollo:65a3fc7048af5f0001c38c54","","CEO","medspa","7","http://www.linkedin.com/company/aesthetic-conversion","","verified",""
"AR Aesthetics","(813) 644-9964","Florida","","English","new","","Score 5/10 | apollo:665c7d33b1e1de0001e06a16","","","medspa","5","http://www.linkedin.com/company/ar-aesthetics","","",""
"Atlantic Center of Aesthetic and Reconstructive Surgery","(954) 983-1899","Florida","","English","new","","Score 6/10 | apollo:57c4dc82a6da986a4f4b542d","","","medspa","6","http://www.linkedin.com/company/atlantic-center-of-aesthetic-and-reconstructive-surgery","","","2016"
"The Aesthetic Success","(303) 893-0552","Florida","","English","new","","Score 5/10 | apollo:64f1bb2561058300b8af3b50","","","medspa","5","http://www.linkedin.com/company/the-aesthetic-success","","",""
"Thrive Infusions","(904) 513-4480","Florida","","English","new","","Score 6/10 | apollo:5db106ac2e57090001b197dc","","","medspa","6","http://www.linkedin.com/company/thrive-infusions","","","2018"
"Skin NV","(813) 839-4141","Florida","Kaisa Ma**l","English","new","","Score 7/10 | apollo:5d3431dfa3ae61f447b38341","","Owner and Aesthetician","medspa","7","http://www.linkedin.com/company/skin-nv","","unverified","2009"
"Aspire Medspa & Beauty Bar","(813) 510-0770","Florida","","English","new","","Score 5/10 | apollo:636e1ad4d3536900a354dd2b","","","medspa","5","http://www.linkedin.com/company/aspire-medspa-beauty-bar","","",""
"Beauty Lounge Med Spa","(305) 860-0717","Florida","","English","new","","Score 6/10 | apollo:5fca0c7e2ff0cf000170f9cd","","","medspa","6","http://www.linkedin.com/company/dr-mendieta-med-spa","","","2015"
"Avalii Aesthetics","","Florida","Rafina Ev**s","English","new","","Score 7/10 | apollo:677b296a7cf20b0198b52f06","","Founder","medspa","7","http://www.linkedin.com/company/avalii","","verified",""
"The South Florida Center For Cosmetic Surgery","(954) 565-7575","Florida","","English","new","","Score 5/10 | apollo:57c4a2efa6da982bb2d70e4a","","","medspa","5","http://www.linkedin.com/company/south-fl-center-for-cosmetic-surgery","","","1995"
"Orlando Plastic Surgery Center","(407) 857-6261","Florida","","English","new","","Score 5/10 | apollo:5e5635b79d5ff70001d83374","","","medspa","5","http://www.linkedin.com/company/orlando-plastic-surgery-center","","","1988"
"American Academy of Procedural Medicine (AAOPM)","(888) 998-1297","Florida","","English","new","","Score 5/10 | apollo:54a1341f69702d2f9fa74100","","","medspa","5","http://www.linkedin.com/company/american-academy-of-procedural-medicine-aaopm-","","","2002"
"Just Med Spa Marketing","","Florida","","English","new","","Score 5/10 | apollo:677d58e016c26f02ce25f6f5","","","medspa","5","http://www.linkedin.com/company/justmedspamarketing","","",""
"Regenerative Medicine Academy - USA","(888) 623-3039","Florida","","English","new","","Score 6/10 | apollo:67c8ea0bce660d001dee5b93","","","medspa","6","http://www.linkedin.com/company/regenerative-medicine-academy-usa","","","2025"
"GlowNar Aesthetics LLC","(800) 584-4142","Florida","Gunay Ra**a","English","new","","Score 8/10 | apollo:604a5dd3d71ee50001be340c","","General Manager/Co-Founder","medspa","8","http://www.linkedin.com/company/glownar-aesthetics-llc","","verified","2018"
"Natura Dermatology & Cosmetics","(954) 537-4106","Florida","Andrea Al**r","English","new","","Score 7/10 | apollo:54a11e1469702d77c23c6101","","CNE","medspa","7","http://www.linkedin.com/company/natura-dermatology-&-cosmetics","","unverified","2006"
"Avalon Medical Spa","","Florida","Julia Av**n","English","new","","Score 8/10 | apollo:56d4e690f3e5bb22e9001430","","Founder","medspa","8","http://www.linkedin.com/company/avalon-medical-spa","","unverified","2015"
"Ravive Plastic Surgery & MedSpa","(813) 709-7511","Florida","Ankit Ba**i","English","new","","Score 8/10 | apollo:650ac0ac420a730001ff498a","","Co-Founder","medspa","8","http://www.linkedin.com/company/ravive-plastic-surgery-medspa","","verified","2023"
"Pure Plastic Surgery","(786) 981-6783","Florida","Alex Ea**e","English","new","","Score 8/10 | apollo:5b8558d1324d447a5a2b212e","","Owner/Plastic Surgeon","medspa","8","http://www.linkedin.com/company/pure-plastic-surgery","","unverified","2018"
"Castellano Cosmetic Surgery Center","(813) 872-6093","Florida","Joseph Ca**o","English","new","","Score 7/10 | apollo:5ed2e79ad0bc6600017fec5b","","Owner","medspa","7","http://www.linkedin.com/company/castellano-cosmetic-surgery-center","","verified",""
"Health + Glow Primary Care and MedSpa","(813) 832-4569","Florida","","English","new","","Score 5/10 | apollo:65f80da13b58f40007943d5b","","","medspa","5","http://www.linkedin.com/company/health-glow-primary-care-and-medspa","","",""
"Marcadis Watt Plastic Surgery & Med Spa","(813) 878-0089","Florida","","English","new","","Score 5/10 | apollo:5e56b9e9e0c4560001012eca","","","medspa","5","http://www.linkedin.com/company/mwpstampa","","","2002"
"Resnik Center for Dermatology and Cosmetic Surgery","(305) 692-8998","Florida","Barry Re**k","English","new","","Score 7/10 | apollo:54a128fc69702d9313b16501","","Medical Director and Owner","medspa","7","http://www.linkedin.com/company/resnik-skin-institute","","verified","1994"
"""Limitless Me Wellness, LLC""","(904) 868-6411","Florida","","English","new","","Score 5/10 | apollo:6597c6afe872d90001afcadd","","","medspa","5","http://www.linkedin.com/company/limitless-me-wellness-center","","",""
"Florida Medical & Aesthetic International School","(786) 953-8443","Florida","","English","new","","Score 6/10 | apollo:5da5039580abf700015de376","","","medspa","6","http://www.linkedin.com/company/florida-medical-college-the-medical-and-aesthetic-college-of-miami","","","2012"
"NewHealth MD Medical Centers","(305) 509-6868","Florida","Claudio Ar**o","English","new","","Score 8/10 | apollo:66545a5d74a64300010ae1d4","","Chief Executive Officer","medspa","8","http://www.linkedin.com/company/new-health-md","","verified","2022"
"Sanctuary Salon & Med Spa","(407) 909-1011","Florida","Pareen Me**t","English","new","","Score 7/10 | apollo:5f44e4772f365900015f8f52","","Owner","medspa","7","http://www.linkedin.com/company/sanctuary-salon-med-spa","","unverified","1999"
"Glamour Medical Aesthetics","(786) 505-9514","Florida","","English","new","","Score 6/10 | apollo:5e574d36e7950300017e65e3","","","medspa","6","http://www.linkedin.com/company/glamour-medical-aesthetics","","","2015"
"The Aesthetic Ranch","(954) 247-8527","Florida","","English","new","","Score 5/10 | apollo:69ba1f3ff003d30001c19199","","","medspa","5","http://www.linkedin.com/company/the-aesthetic-ranch","","",""
"""INTRACOASTAL DERMATOLOGY, PLLC""","(304) 397-1756","Florida","","English","new","","Score 5/10 | apollo:6731ba5657a3dd00016fa076","","","medspa","5","http://www.linkedin.com/company/intracoastal-dermatology-pllc","","",""
"Pinpoint Scaling","","Florida","","English","new","","Score 6/10 | apollo:66de21b694ac0703f1183fa4","","","medspa","6","http://www.linkedin.com/company/pinpointscaling","","","2020"
"Tampa Aesthetics","","Florida","","English","new","","Score 6/10 | apollo:6365dd358a58c10001f30873","","","medspa","6","http://www.linkedin.com/company/tampa-aesthetics","","","2018"
"Global Regenerative Academy Inc.","(954) 716-2140","Florida","","English","new","","Score 6/10 | apollo:5da69c3414833d0001e3fe2d","","","medspa","6","http://www.linkedin.com/company/global-regenerative-academy","","","2019"
"OMNI SCULPT MD- Med Spa","(469) 615-2120","Texas","Louis De**o","English","new","","Score 7/10 | apollo:638d5fbcfc2d3f010f6d17b1","","CEO","medspa","7","http://www.linkedin.com/company/omni-sculpt-md-med-spa","","unverified",""
"Refine Aesthetics","","Texas","Jacki So**n","English","new","","Score 8/10 | apollo:65699cf689027500011aff32","","Owner","medspa","8","http://www.linkedin.com/company/refineaesthetics","","unverified","2020"
"""Lily Med Spa, Corp.""","(972) 503-5459","Texas","","English","new","","Score 6/10 | apollo:5e581b15108ba900016daadd","","","medspa","6","http://www.linkedin.com/company/lily-med-spa-corp","","","2011"
"Aesthetica Med Spa","(512) 899-2639","Texas","","English","new","","Score 5/10 | apollo:54a11b8669702d97c14c4700","","","medspa","5","http://www.linkedin.com/company/aesthetica-med-spa","","","1999"
"512 Aesthetics","(502) 589-8000","Texas","","English","new","","Score 6/10 | apollo:67b044fec4f1ab001561a07a","","","medspa","6","http://www.linkedin.com/company/512-aesthetics","","","2025"
"Lifespan Euro Med Spa","(832) 286-1011","Texas","","English","new","","Score 5/10 | apollo:61eba574ccd476000122088c","","","medspa","5","http://www.linkedin.com/company/lifespan-euro-med-spa","","",""
"Persona Medical Spa™","(713) 630-0772","Texas","Persona Spa","English","new","","Score 7/10 | apollo:54fca3897369647e73781c00","","Owner","medspa","7","http://www.linkedin.com/company/persona-medical-spa","","verified","2001"
"Montrose Med Spa","(713) 485-5027","Texas","Maricela Ol**o","English","new","","Score 8/10 | apollo:640f5c6487724a00a3f9ba84","","Co-Founder","medspa","8","http://www.linkedin.com/company/montrose-med-spa","","verified","2023"
"Texas Laser and Aesthetics Training Academy,texaslaseracademy.com","","Texas","""Owner","English","new","","Score 8/10 | apollo:5e57d330a8de090001e7a21e","","Co-Founder""","medspa","8","Katie Be**k","","verified",""
"Ovation Med Spa","(713) 936-2490","Texas","Chris Ba**y","English","new","","Score 7/10 | apollo:54fca2447369647da1e51100","","Owner","medspa","7","http://www.linkedin.com/company/ovation-med-spa","","verified",""
"Integrated Aesthetics","(281) 247-5142","Texas","","English","new","","Score 6/10 | apollo:54a1d25474686942d3dced13","","","medspa","6","http://www.linkedin.com/company/integrated-aesthetics","","","2011"
"Mara's Med Spa","(469) 730-3333","Texas","Mara Pi**y","English","new","","Score 8/10 | apollo:5e575a740f6c510001676035","","Spa Owner","medspa","8","http://www.linkedin.com/company/marasmedspa","","verified","2015"
"Artavi Med Spa","(832) 649-7266","Texas","Tarina De**i","English","new","","Score 7/10 | apollo:60487011c8b07c0001fed62f","","Physician and Owner","medspa","7","http://www.linkedin.com/company/artavi-med-spa","","unverified",""
"Alira Med Spa","(713) 523-6000","Texas","Escarle Si**a","English","new","","Score 8/10 | apollo:54a12a4d69702dc8419abe01","","Business Owner","medspa","8","http://www.linkedin.com/company/alira-boutique-spa-&-salon","","verified","2012"
"Wild & Beautiful Natural Aesthetics,wildandbeautifulaustin.com","","Texas","""APRN","English","new","","Score 8/10 | apollo:67039bb92e615202ce72bdd2","","CEO""","medspa","8","Jennifer Qu**a","","verified",""
"Glo Med Spa","(512) 336-7546","Texas","Kathy Go**s","English","new","","Score 7/10 | apollo:5dfbb1109deff300d7f46ed0","","Owner","medspa","7","http://www.linkedin.com/company/glomedspa","","verified",""
"Maeva Aesthetics","(512) 790-5201","Texas","","English","new","","Score 6/10 | apollo:65697060f6c59e00011cf0b9","","","medspa","6","http://www.linkedin.com/company/hellomaeva","","","2022"
"Body by Ravi Plastic Surgery and Aesthetics","(281) 242-1061","Texas","","English","new","","Score 6/10 | apollo:5a9e4809a6da98d9356b431c","","","medspa","6","http://www.linkedin.com/company/body-by-ravi-plastic-surgery-and-aesthetics","","","2011"
"Skyn Lab Med Spa","(469) 457-6915","Texas","Kayla Day","English","new","","Score 7/10 | apollo:6048616fcc7feb0001d48e5b","","Co-Founder | Director of Operations","medspa","7","http://www.linkedin.com/company/skyn-lab-med-spa","","verified",""
"Nova Aesthetics Medical Spa","(210) 348-9164","Texas","Marta Pa**l","English","new","","Score 7/10 | apollo:5ed5786d9073e8000174e988","","Founder","medspa","7","http://www.linkedin.com/company/nova-aesthetics-medical-spa","","verified",""
"""Dominion Aesthetic Technologies, Inc.""","(888) 828-6628","Texas","Cooper Co**s","English","new","","Score 8/10 | apollo:5b8493ee324d445f6054de1c","","Chief Executive Officer","medspa","8","http://www.linkedin.com/company/dominion-aesthetic-technologies-inc.","","verified","2016"
"Anew You Weight Loss and Medical Spa","(210) 688-4850","Texas","","English","new","","Score 5/10 | apollo:5b12ed0ca6da98dce937de59","","","medspa","5","http://www.linkedin.com/company/anewyousa","","",""
"Mirror Mirror Beauty Boutique","(281) 810-9083","Texas","Sonya He**y","English","new","","Score 8/10 | apollo:55f99f7df3e5bb2ea70028ed","","Founder of Mirror Mirror","medspa","8","http://www.linkedin.com/company/mirror-mirror-beauty-boutique","","unverified","2014"
"UPKEEP Ventures","(951) 268-0225","Texas","","English","new","","Score 6/10 | apollo:63a2edda05287200f92fca0f","","","medspa","6","http://www.linkedin.com/company/upkeep-ventures","","","2022"
"Serenity Creek Med Spa","(512) 419-0303","Texas","","English","new","","Score 6/10 | apollo:54fca46b7369647e73332600","","","medspa","6","http://www.linkedin.com/company/serenity-creek-med-spa","","","2010"
"Spa Sway Day & Med Spa","(512) 873-0999","Texas","","English","new","","Score 6/10 | apollo:5a9f323ba6da98d97e81acde","","","medspa","6","http://www.linkedin.com/company/spa-sway","","","2013"
"H&M Aesthetics","(214) 556-2034","Texas","","English","new","","Score 5/10 | apollo:63943cc3809c420001675b81","","","medspa","5","http://www.linkedin.com/company/h-m-aesthetics","","",""
"American Laser & Aesthetics Institute","(210) 731-8450","Texas","","English","new","","Score 5/10 | apollo:63746e10b7c7c500018bca16","","","medspa","5","http://www.linkedin.com/company/american-laser-aesthetics-institute","","",""
"Melissa Gibbens Aesthetics and Wellness","(713) 458-0224","Texas","Melissa Gi**s","English","new","","Score 7/10 | apollo:642cb2d7be858700f03edd4d","","Business Owner","medspa","7","http://www.linkedin.com/company/melissa-gibbens-aesthetics-and-wellness","","unverified",""
"Dallas Center for Dermatology and Aesthetics","(214) 631-7546","Texas","","English","new","","Score 5/10 | apollo:63668d1fc224250001b907c3","","","medspa","5","http://www.linkedin.com/company/dallas-center-for-dermatology-and-aesthetics","","",""
"Clearstone Laser Hair Removal and Med Spa","(832) 460-4200","Texas","","English","new","","Score 5/10 | apollo:54fca3be7369647da1592000","","","medspa","5","http://www.linkedin.com/company/clearstone-laser-hair-removal-and-medical-spa","","","2009"
"Beverly Hills Rejuvenation Center Houston","","Texas","","English","new","","Score 5/10 | apollo:65ead8b9bea73c000797b587","","","medspa","5","http://www.linkedin.com/company/beverly-hills-rejuvenation-center-houston","","",""
"Vitenas Cosmetic Surgery","(281) 484-0088","Texas","","English","new","","Score 5/10 | apollo:54a135aa69702d3a9c41d100","","","medspa","5","http://www.linkedin.com/company/vitenascosmeticsurgery","","","1990"
